@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'pro Commentaire bonne application facile utilisation plan entrainement adapté progrès considérable '
bien, 'Commentaire Bonne apli peut s adapter plein niveau '
bien, 'Commentaire bug front cam somme obligé refaire pompe '
bien, 'Commentaire Sérieux pushs up 3jours Appli motivante installer dla bombe '
bien, 'Commentaire programme adapté fonction capacités départ voor temps '
bien, 'sport Commentaire facile départ met niveau souhaiter '
bien, 'Génial est excellente permet tenir forme '
bien, 'Simple efficace bonne application personnes ont mal motiver seules '
bien, 'Commentaire Excellent pensais faire application ^^ -D '
bien, 'Commentaire Super appli j conseil a fais ans l utilise aider a batir corps reve chui devenu muscle '
bien, 'Génial progresse utilise ? '
neutre, 'Commentaire aurais été sympas inclure didacticiel différentes manière positionné mains jambes sais faire pompes application est pratique ludique '
bien, 'Parfait Tres bonne application aves niveau difficultes adaptes a moi suit a pompes he conseil '
bien, 'must Commentaire Apres avoir tester d appli meme genre est juste meilleur '
bien, 'moment Commentaire Venant reprendre musculation cherchais app permettrai depasser jour apres jour suis decu moment verra app restera gratuite '
bien, 'Push ups pro application est géniale mode alarme est parfait motiver recommande a veulent entretenir '
mauvais, 'Plante bout secondes Commentaire Rafale erreur rendant emploi impossible nom avant était suffisait mettre jour application précédente corriger bogues temps avoir logiciel marche '
mauvais, 'Pourrie Commentaire Erreur tablette impossible visonner télévision Dépêchez faire nécessaire '
mauvais, 'Erreur Commentaire erreurs lancement application rien fonctionne wifi 3g pareil '
mauvais, 'télévision direct fonctionne Commentaire fois essaye regarder télévision obtiens erreur application devient inutile attente mise jour mets seule étoile '
mauvais, 'nul dit suis connecté box étoile ai possible mettre '
bien, 'top Commentaire Utilisateur Note application fonctionne 3G/4G soucis majeur noter interface est ergonomique vidéos sont super qualité a vraie fracture ancienne application qualifierai béta peut profiter puissance multi écran recommande '
mauvais, 'Plante Erreur samsung tablette ori note A suis seul Dommage '
neutre, 'chromecast Commentaire instant fonctionne bug est dommage puisse regarder est enregistré disque dur espère juste pourra profiter application chromecast serait intéressant téléviseur maison autres solutions fois Numericable serait avance étoiles attendant recul '
mauvais, 'Commentaire Application télécharge fois veux voir chaine erreur énerve suis seul autres avis '
mauvais, 'Lecture impossible Commentaire Impossible utiliser ampli rafale erreurs fait Numericable résoudre problème continue prélever abonnement '
bien, 'Répond a attentes Commentaire étais septique début vue commentaire trouve application est super '
mauvais, 'Impossible identifier Commentaire Impossible identifier application reconnaît ont connecter réseau box by Numericable espère mise jour corriger est bugs étoile ? instant fait application sert rien. '
mauvais, 'Utilisation impossible Commentaire Impossible connecter soit wifi identifiant personnel nul nul nul nul nul nul depechez resoudre soucis genre d’application devient incontournable d’autre fournnisseur acces ont genre d’applicatio pense aller concurence savent faire appli digne nom '
mauvais, 'A application fonctionne ai codes erreurs imaginable fx07 mise jour va rendre application incontournable '
bien, 'RAS Plantage lancement soucis Jai pu regarder enregistrement '
bien, 'box by suis stupéfait nouvelle mouture application ai juste mot dire génialissime abonnés Numéricable recommande télécharger '
mauvais, 'télécommande Commentaire dernière maj ai télécommande application sert journal tv perte qualité est dommage '
mauvais, 'd erreurs faut revoir copie saint plantage priez codes erreur fonctionne fois tablette '
bien, 'bonne mise a jour Commentaire appli avait bug mise a jour est En cas ai accès a partie enregistrement contre films sont disque dur box passent soucis sera peut être réglé prochaine nouvelle mise a jour '
bien, 'parfait smartphone est parfait fonctionne merveille tablette ai erreur f10 crois dure qualité image est superbe préférai guide ancienne appli suis satisfait nombre chaine a -enfin augmenté nouvelle appli pensée léchée merci développeurs '
mauvais, 'catastrophe Commentaire honte application reconnait réseau propre box erreur genre peut oser mettre ligne '
mauvais, 'Impossible regarder programme enregistrement bout image fige Et impossible reprendre dernier obligé fermer application redémarrer Mais faisant Ça marche '
mauvais, 'entrée code clients impossible Commentaire tablette clavier saisie ouvre tres façon furtive conditions servir appli '
mauvais, 'Catastrophique peut regarder replays seule chose fonctionne est possibilité regarder programmes suis dégoûté avoir ancienne version Impossible télécharger nouveau foutage gueule '
mauvais, 'ai pu lancer appli Erreur Commentaire appli a air bien Dommage affiche erreur lance erreur affiche écran chargement appli inutilisable état mois serait faire chose puisse ouvrir '
mauvais, 'ai détesté est horrible appli beug demande améliorer '
bien, 'Top changement est radical Rien voir ancienne version va part qq ralentissements sait joué Galaxy '
mauvais, 'Enervant version d était terrible nouvelle mouture est pire bugue arrêt '
mauvais, 'bugs Commentaire image fige temps obligé redémarrer application est pénible '
mauvais, 'Commentaire Bientot mois est service sauf paye Euros concurrence est '
mauvais, 'Désastre Déconnexion intempestives fonctionnement aléatoire dommage a alternative '
mauvais, 'Commentaire Trés trés nul ai recommencé fois connection identifiant impossible connecter abandonner appli prend tête numèricable vais voir '
mauvais, 'Erreur ouverture appli erreur a clic demande abonner suis est fausse appli gagner temps arrivée appli SFR-Numericable '
mauvais, 'fonctionne S3 Commentaire liste chaînes proposées a sport suis abonné Prenez exemple sait faire choses '
mauvais, 'nul rien marche télécharger avez mobile gardez Commentaire ancienne version mobile avait mérite marcher vs préférez arrêter fonctionnement dommage '
mauvais, 'point Commentaire Mauvaise application bon look utilisation live smartphone épouvantable impossible suivre match foot direct Abonné déçu '
mauvais, 'Impossible voir tablette Commentaire version précédente opérationnelle moyen envoyer requêtes déconseillé attendant update résolution bugs '
mauvais, 'Compliquée Impossible identifier Commentaire nouvelle version présente intérêt identifiants ont été reconnus connexion utile '
mauvais, 'Probleme numericable ai souscrie a abonnenement debut envoie ancienne box date prehistoire mois probleme est regler nouvelle box est tres bruyante est tres enervant '
mauvais, 'Commentaire Désolé dire est vrai m**** est sérieux marche coupure est impossible En paye abonnement 60€ fois extérieur peut avoir accès chaînes paye est juste m**** étais bbox a photo application est rare beugue limite peux comprendre systématique ai changé regrette '
mauvais, 'appli a image marche veut Commentaire Voies départ fois maj horaires va faire reste considère départ va avoir prb ca évite surprise '
neutre, 'moyen Appli devrait être indispensable est cause manque réactivité précision simplicité '
bien, 'Commentaire as application aide bcp gérer temps peut être bcp améliorée '
neutre, 'Peut faire Commentaire Gros problèmes rubrique prochains trains application comporte limitait nombre réponses AVANT filtrer destination résultat départ grosses gares a droit laconique trains destination lieu réponse attendue '
mauvais, 'recommandable instant a utilité connexion devient impossible doute reste infrastructures materiel roulant effectifs formation personnel dimensionnement est classé rang oubliettes garder application folklore '
bien, 'application efficace Commentaire bon moyen gagner temps matin arriver serein bagne était temps '
mauvais, 'fonctionne lignes pratique passer dune ligne a ligne afficher horaires gares '
mauvais, 'application est image sncf lent rame mort horaires synchroniser fantaisiste fort est est foutu trouver bled trouvais avait gare sncf regarder horaires est must paix application mdr application fera grève vu sont bons ptdr '
mauvais, 'Commentaire ucun intérêt trouve trains fiable grand succès sncf '
neutre, 'est meilleur application est faites application trouve trajets cours temps marche pieds correspondent réalité marche trajet fais minutes est affiché minutes marches permet avoir rer métros indiqué Améliorez algorithme reviendrais application '
mauvais, 'sert rien. trains sont annoncés minutes passage Puis supprimés Commentaire organiser trains sont annoncés a heure minutes Supprimés organiser Résultat attente quai lieu attendre maison utilité application est fonctionne '
mauvais, 'Merci banlieue Commentaire prends compte horaires hiver temps indique bus roulent week end itinéraires GPS fantaisiste problème itinéraires Merci perte temps '
mauvais, 'Prochains trains Commentaire horaires trains sont disponibles l été taire '
mauvais, 'Pratique Commentaire fonctionnait était horaires tiennent compte choix LG '
bien, 'train Commentaire Avoir applications être tranquille va haute '
neutre, 'Bonne application Commentaire Bonne application manque stations rer seine exemple trains transilien affichent rubrique prochains trains mise jour svp '
mauvais, 'a jour Commentaire horraires departs transilien R sont soyvent fausses trompe '
mauvais, 'Horaire imprécis Commentaire Annoncé train est parti nez '
bien, 'pratique Commentaire interface aurait besoin lifting correspondants codes '
mauvais, 'Recherche confirmation horaire donnée pc appli dit a heure sert rien changement tjr inutile est image trains pourri '
neutre, 'Graphismes revoir Commentaire bonne app repassez graphismes '
bien, 'Note Commentaire Super appli pratique utilise jours '
mauvais, 'Horaires fantaisistes Commentaire est horaires prévu va a incidents sont nombreux ligne horaires sont mis jour application sert rien '
mauvais, 'ergonomie a revoir Bugs prochains trains '
bien, 'Super manque bus c est impeccable ??? '
bien, 'Commentaire ette applicabilité troo aime ya rien dire '
neutre, 'Application essentielle fiable fois est arrivé vouloir consulter horaires train service était indisponible frustrant sait peut devenir incontournable personnes prenant fiabilité appli est améliorer fait attend '
bien, 'Excellent Tres explications travaux claires precises '
mauvais, 'Grosse galere Commentaire archie nul previent ya retard ligne '
mauvais, 'Widget figés Commentaire mise jour données widget rend l application inutile OS type '
